{500000, 10}
{743, {1, 1, 0, 1, 0, 0, 0, 1, 0, 0}, {0.5, 0.5}}
{169240, {0, 1, 0, 0, 1, 1, 1, 0, 0, 0}, {0.5, 0.5}}
{169296, {0, 1, 0, 0, 1, 1, 1, 0, 0, 0}, {0.5, 0.5}}
{169320, {0, 1, 0, 0, 0, 1, 0, 0, 0, 0}, {0.5, 0.5}}
{170413, {1, 0, 1, 1, 1, 0, 1, 1, 1, 1}, {0.5, 0.5}}
{170657, {0, 1, 0, 0, 1, 1, 1, 0, 0, 0}, {0.5, 0.5}}
{170722, {1, 0, 1, 1, 1, 0, 1, 1, 1, 1}, {0.5, 0.5}}
{171914, {0, 1, 0, 0, 1, 1, 1, 0, 0, 0}, {0.5, 0.5}}
{172199, {1, 0, 1, 1, 1, 0, 0, 1, 1, 1}, {0.5, 0.5}}
{174467, {0, 1, 1, 0, 1, 1, 1, 1, 0, 0}, {0.5, 0.5}}
{174901, {0, 1, 0, 0, 0, 1, 0, 0, 0, 0}, {0.5, 0.5}}
{176370, {1, 0, 1, 1, 1, 0, 0, 1, 1, 1}, {0.5, 0.5}}
{176502, {0, 1, 0, 0, 1, 1, 1, 0, 0, 0}, {0.5, 0.5}}
{176976, {0, 1, 0, 0, 0, 1, 1, 0, 0, 0}, {0.5, 0.5}}
{177378, {0, 1, 0, 0, 1, 1, 1, 0, 0, 0}, {0.5, 0.5}}
{178049, {0, 1, 0, 0, 0, 1, 1, 0, 0, 0}, {0.5, 0.5}}
{178722, {0, 1, 0, 0, 1, 1, 1, 0, 0, 0}, {0.5, 0.5}}
{179354, {0, 1, 0, 0, 0, 1, 1, 0, 0, 0}, {0.5, 0.5}}
{179450, {1, 0, 1, 1, 1, 0, 0, 1, 1, 1}, {0.5, 0.5}}
{179510, {1, 1, 1, 1, 0, 1, 0, 1, 1, 1}, {0.5, 0.5}}
{179731, {0, 1, 0, 0, 0, 1, 0, 0, 0, 0}, {0.5, 0.5}}
{179771, {1, 0, 1, 1, 1, 0, 0, 1, 1, 1}, {0.5, 0.5}}
{179949, {0, 0, 1, 0, 0, 0, 0, 1, 0, 0}, {0.5, 0.5}}
{180617, {0, 1, 0, 0, 1, 1, 1, 0, 0, 0}, {0.5, 0.5}}
{181792, {0, 1, 0, 0, 0, 1, 1, 0, 0, 0}, {0.5, 0.5}}
{181802, {0, 1, 0, 0, 1, 1, 1, 0, 0, 0}, {0.5, 0.5}}
{183463, {1, 0, 1, 1, 0, 0, 0, 1, 1, 1}, {0.5, 0.5}}
{183659, {0, 1, 0, 0, 0, 1, 1, 0, 0, 0}, {0.5, 0.5}}
{184242, {0, 1, 0, 0, 0, 1, 0, 0, 0, 0}, {0.5, 0.5}}
{185417, {0, 1, 0, 0, 0, 1, 1, 0, 0, 0}, {0.5, 0.5}}
{185497, {0, 1, 0, 0, 1, 1, 1, 0, 0, 0}, {0.5, 0.5}}
{185595, {1, 0, 1, 1, 1, 0, 0, 1, 1, 1}, {0.5, 0.5}}
{185686, {0, 1, 0, 0, 0, 1, 1, 0, 0, 0}, {0.5, 0.5}}
{185887, {1, 1, 0, 1, 1, 1, 1, 0, 1, 1}, {0.5, 0.5}}
{186269, {1, 0, 1, 1, 0, 0, 0, 1, 1, 1}, {0.5, 0.5}}
{186473, {1, 0, 1, 1, 0, 0, 0, 1, 1, 1}, {0.5, 0.5}}
{186769, {1, 1, 0, 1, 1, 1, 1, 0, 1, 1}, {0.5, 0.5}}
{186905, {0, 1, 0, 0, 0, 1, 0, 0, 0, 0}, {0.5, 0.5}}
{187311, {0, 1, 0, 0, 1, 1, 1, 0, 0, 0}, {0.5, 0.5}}
{192743, {0, 1, 0, 0, 0, 1, 0, 0, 0, 0}, {0.5, 0.5}}
{193134, {1, 0, 1, 1, 1, 0, 0, 1, 1, 1}, {0.5, 0.5}}
{193207, {0, 1, 0, 0, 0, 1, 1, 0, 0, 0}, {0.5, 0.5}}
{193258, {0, 1, 0, 0, 0, 1, 1, 0, 0, 0}, {0.5, 0.5}}
{193776, {0, 1, 0, 0, 0, 1, 1, 0, 0, 0}, {0.5, 0.5}}
{194702, {0, 1, 0, 0, 1, 1, 1, 0, 0, 0}, {0.5, 0.5}}
{194750, {0, 1, 0, 0, 0, 1, 0, 0, 0, 0}, {0.5, 0.5}}
{196813, {1, 0, 1, 1, 1, 0, 0, 1, 1, 1}, {0.5, 0.5}}
{197933, {1, 0, 1, 1, 1, 0, 0, 1, 1, 1}, {0.5, 0.5}}
{198076, {0, 1, 0, 0, 0, 1, 1, 0, 0, 0}, {0.5, 0.5}}
{198271, {0, 1, 0, 0, 0, 1, 0, 0, 0, 0}, {0.5, 0.5}}
{199014, {1, 1, 0, 1, 1, 1, 1, 0, 1, 1}, {0.5, 0.5}}
{200554, {0, 1, 1, 0, 1, 1, 1, 1, 0, 0}, {0.5, 0.5}}
{202132, {1, 1, 0, 1, 1, 1, 1, 0, 1, 1}, {0.5, 0.5}}
{202730, {1, 0, 1, 1, 1, 0, 0, 1, 1, 1}, {0.5, 0.5}}
{202945, {1, 0, 1, 1, 1, 0, 1, 1, 1, 1}, {0.5, 0.5}}
{204114, {0, 0, 0, 0, 0, 1, 1, 0, 0, 0}, {0.5, 0.5}}
{204161, {1, 0, 1, 1, 1, 0, 0, 1, 1, 1}, {0.5, 0.5}}
{204862, {0, 1, 0, 0, 0, 1, 1, 0, 0, 0}, {0.5, 0.5}}
{204885, {0, 1, 0, 0, 0, 1, 1, 0, 0, 0}, {0.5, 0.5}}
{205221, {0, 1, 0, 0, 0, 1, 1, 0, 0, 0}, {0.5, 0.5}}
{205440, {0, 1, 0, 0, 0, 1, 1, 0, 0, 0}, {0.5, 0.5}}
{205684, {1, 0, 1, 1, 1, 0, 0, 1, 1, 1}, {0.5, 0.5}}
{206017, {0, 1, 0, 0, 0, 1, 1, 0, 0, 0}, {0.5, 0.5}}
{206584, {1, 0, 1, 1, 1, 0, 0, 1, 1, 1}, {0.5, 0.5}}
{206609, {0, 1, 0, 0, 0, 1, 1, 0, 0, 0}, {0.5, 0.5}}
{206700, {1, 0, 1, 1, 1, 0, 1, 1, 1, 1}, {0.5, 0.5}}
{206948, {0, 1, 0, 0, 0, 1, 1, 0, 0, 0}, {0.5, 0.5}}
{208357, {1, 0, 1, 1, 1, 0, 0, 1, 1, 1}, {0.5, 0.5}}
{209670, {1, 0, 1, 1, 1, 0, 1, 1, 1, 1}, {0.5, 0.5}}
{210089, {0, 1, 0, 0, 0, 1, 1, 0, 0, 0}, {0.5, 0.5}}
{210364, {1, 0, 1, 1, 1, 0, 0, 1, 1, 1}, {0.5, 0.5}}
{211893, {0, 1, 0, 0, 0, 1, 1, 0, 0, 0}, {0.5, 0.5}}
{212450, {1, 0, 1, 1, 1, 0, 0, 1, 1, 1}, {0.5, 0.5}}
{212717, {1, 0, 1, 1, 1, 0, 0, 1, 1, 1}, {0.5, 0.5}}
{215256, {1, 0, 1, 1, 1, 0, 0, 1, 1, 1}, {0.5, 0.5}}
{215285, {0, 1, 0, 0, 0, 1, 1, 0, 0, 0}, {0.5, 0.5}}
{215990, {0, 1, 0, 0, 0, 1, 1, 0, 0, 0}, {0.5, 0.5}}
{216585, {1, 0, 1, 1, 1, 0, 0, 1, 1, 1}, {0.5, 0.5}}
{217076, {1, 0, 1, 1, 1, 0, 0, 1, 1, 1}, {0.5, 0.5}}
{217125, {1, 0, 1, 1, 1, 0, 0, 1, 1, 1}, {0.5, 0.5}}
{217197, {0, 1, 0, 0, 0, 1, 1, 0, 0, 0}, {0.5, 0.5}}
{218219, {0, 1, 0, 0, 0, 1, 1, 0, 0, 0}, {0.5, 0.5}}
{218501, {0, 1, 0, 0, 1, 1, 1, 0, 0, 0}, {0.5, 0.5}}
{218514, {0, 1, 0, 0, 0, 1, 1, 0, 0, 0}, {0.5, 0.5}}
{220761, {0, 0, 1, 0, 0, 0, 0, 1, 0, 0}, {0.5, 0.5}}
{221138, {1, 0, 1, 1, 1, 0, 0, 1, 1, 1}, {0.5, 0.5}}
{221835, {0, 1, 0, 0, 0, 1, 1, 0, 0, 0}, {0.5, 0.5}}
{222807, {1, 0, 1, 1, 1, 0, 0, 1, 1, 1}, {0.5, 0.5}}
{223161, {0, 1, 0, 0, 0, 1, 0, 0, 0, 0}, {0.5, 0.5}}
{223223, {1, 0, 1, 1, 1, 0, 1, 1, 1, 1}, {0.5, 0.5}}
{223392, {1, 1, 0, 1, 1, 1, 1, 0, 1, 1}, {0.5, 0.5}}
{224485, {0, 1, 1, 0, 1, 1, 1, 1, 0, 0}, {0.5, 0.5}}
{225530, {1, 0, 0, 1, 0, 0, 0, 0, 1, 1}, {0.5, 0.5}}
{225885, {1, 0, 1, 1, 1, 0, 0, 1, 1, 1}, {0.5, 0.5}}
{226233, {1, 0, 1, 1, 1, 0, 1, 1, 1, 1}, {0.5, 0.5}}
{226494, {0, 1, 0, 0, 0, 1, 0, 0, 0, 0}, {0.5, 0.5}}
{227060, {1, 0, 1, 1, 1, 0, 1, 1, 1, 1}, {0.5, 0.5}}
{227243, {0, 0, 1, 0, 0, 1, 0, 0, 0, 0}, {0.5, 0.5}}
{227259, {0, 1, 0, 0, 1, 1, 1, 0, 0, 0}, {0.5, 0.5}}
{227320, {1, 0, 1, 1, 1, 0, 0, 1, 1, 1}, {0.5, 0.5}}
{229019, {0, 1, 0, 0, 0, 1, 0, 0, 0, 0}, {0.5, 0.5}}
{229238, {0, 1, 0, 0, 0, 1, 0, 0, 0, 0}, {0.5, 0.5}}
{230418, {0, 1, 0, 0, 0, 1, 1, 0, 0, 0}, {0.5, 0.5}}
{232570, {1, 0, 1, 1, 1, 0, 0, 1, 1, 1}, {0.5, 0.5}}
{233232, {0, 1, 0, 0, 0, 1, 0, 0, 0, 0}, {0.5, 0.5}}
{237121, {0, 1, 0, 0, 0, 1, 1, 0, 0, 0}, {0.5, 0.5}}
{238268, {1, 0, 1, 0, 1, 0, 1, 1, 1, 1}, {0.5, 0.5}}
{238754, {0, 1, 1, 1, 1, 1, 0, 1, 1, 1}, {0.5, 0.5}}
{240809, {0, 1, 0, 1, 0, 1, 0, 0, 0, 0}, {0.5, 0.5}}
{241649, {1, 0, 1, 0, 1, 0, 1, 1, 1, 1}, {0.5, 0.5}}
{243286, {0, 1, 0, 1, 0, 1, 1, 0, 0, 0}, {0.5, 0.5}}
{244556, {0, 1, 0, 1, 0, 1, 0, 0, 0, 0}, {0.5, 0.5}}
{246913, {1, 0, 1, 0, 1, 0, 1, 1, 1, 1}, {0.5, 0.5}}
{247631, {1, 0, 1, 0, 1, 0, 1, 1, 1, 1}, {0.5, 0.5}}
{248095, {1, 0, 1, 0, 1, 0, 1, 1, 0, 1}, {0.5, 0.5}}
{248393, {0, 0, 0, 1, 0, 0, 0, 0, 1, 0}, {0.5, 0.5}}
{250110, {0, 1, 0, 1, 0, 1, 0, 0, 1, 0}, {0.5, 0.5}}
{252007, {0, 1, 0, 1, 0, 1, 0, 0, 1, 0}, {0.5, 0.5}}
{252101, {1, 0, 1, 1, 1, 0, 1, 1, 1, 1}, {0.5, 0.5}}
{252872, {0, 1, 0, 0, 0, 1, 0, 0, 0, 0}, {0.5, 0.5}}
{252875, {0, 1, 0, 1, 0, 1, 0, 0, 1, 0}, {0.5, 0.5}}
{253287, {1, 0, 1, 0, 1, 0, 1, 1, 0, 1}, {0.5, 0.5}}
{253363, {0, 1, 0, 1, 0, 1, 0, 0, 1, 0}, {0.5, 0.5}}
{253667, {1, 1, 1, 0, 1, 1, 1, 1, 0, 1}, {0.5, 0.5}}
{254761, {0, 1, 0, 1, 0, 1, 0, 0, 1, 0}, {0.5, 0.5}}
{254824, {1, 0, 1, 0, 1, 0, 1, 1, 0, 1}, {0.5, 0.5}}
{255319, {0, 1, 0, 1, 0, 1, 0, 0, 1, 0}, {0.5, 0.5}}
{255732, {1, 0, 1, 1, 1, 0, 1, 1, 1, 1}, {0.5, 0.5}}
{256066, {1, 0, 1, 0, 0, 0, 1, 1, 0, 1}, {0.5, 0.5}}
{256145, {1, 0, 1, 0, 0, 0, 1, 1, 0, 1}, {0.5, 0.5}}
{256790, {0, 1, 0, 1, 1, 1, 0, 0, 1, 0}, {0.5, 0.5}}
{257076, {1, 0, 1, 0, 0, 0, 1, 1, 0, 1}, {0.5, 0.5}}
{258214, {1, 0, 1, 0, 1, 0, 1, 1, 1, 1}, {0.5, 0.5}}
{258296, {0, 1, 0, 1, 1, 1, 0, 0, 1, 0}, {0.5, 0.5}}
{258594, {0, 0, 0, 0, 1, 0, 0, 0, 1, 0}, {0.5, 0.5}}
{258911, {1, 1, 1, 1, 0, 1, 1, 1, 0, 1}, {0.5, 0.5}}
{258953, {1, 1, 1, 1, 0, 1, 1, 1, 0, 1}, {0.5, 0.5}}
{259104, {1, 1, 1, 1, 0, 1, 1, 1, 0, 1}, {0.5, 0.5}}
{260334, {1, 1, 1, 1, 0, 1, 1, 1, 0, 1}, {0.5, 0.5}}
{260649, {1, 0, 1, 1, 1, 0, 1, 1, 1, 1}, {0.5, 0.5}}
{260930, {0, 0, 1, 0, 0, 0, 0, 1, 0, 1}, {0.5, 0.5}}
{260991, {0, 0, 0, 0, 1, 0, 0, 0, 1, 0}, {0.5, 0.5}}
{262401, {1, 1, 1, 1, 0, 1, 1, 1, 0, 1}, {0.5, 0.5}}
{262557, {1, 1, 0, 1, 1, 1, 1, 0, 1, 0}, {0.5, 0.5}}
{262565, {0, 0, 0, 0, 1, 0, 0, 0, 1, 0}, {0.5, 0.5}}
{263092, {0, 0, 0, 0, 1, 0, 0, 0, 1, 0}, {0.5, 0.5}}
{263304, {1, 0, 0, 1, 1, 0, 1, 1, 1, 1}, {0.5, 0.5}}
{264336, {1, 0, 0, 1, 0, 0, 1, 0, 0, 0}, {0.5, 0.5}}
{264357, {0, 0, 0, 0, 1, 0, 0, 0, 1, 0}, {0.5, 0.5}}
{264645, {1, 1, 1, 1, 0, 1, 1, 1, 0, 1}, {0.5, 0.5}}
{265217, {0, 0, 0, 0, 1, 0, 0, 0, 1, 0}, {0.5, 0.5}}
{266018, {1, 1, 1, 1, 0, 1, 1, 1, 0, 1}, {0.5, 0.5}}
{266082, {0, 0, 0, 0, 1, 0, 0, 0, 1, 0}, {0.5, 0.5}}
{266780, {0, 0, 0, 0, 1, 0, 0, 0, 1, 0}, {0.5, 0.5}}
{267323, {1, 1, 1, 1, 0, 1, 1, 1, 0, 1}, {0.5, 0.5}}
{267413, {0, 0, 0, 0, 1, 0, 1, 0, 1, 0}, {0.5, 0.5}}
{267509, {1, 1, 1, 1, 0, 1, 0, 1, 0, 1}, {0.5, 0.5}}
{267631, {0, 1, 0, 0, 0, 1, 0, 0, 0, 0}, {0.5, 0.5}}
{267749, {1, 1, 1, 1, 0, 1, 0, 1, 0, 1}, {0.5, 0.5}}
{267946, {0, 0, 0, 0, 1, 0, 1, 0, 1, 0}, {0.5, 0.5}}
{267996, {1, 1, 1, 1, 0, 1, 0, 1, 0, 1}, {0.5, 0.5}}
{268099, {0, 0, 0, 0, 1, 0, 1, 0, 1, 0}, {0.5, 0.5}}
{268114, {0, 1, 0, 0, 0, 1, 0, 0, 0, 0}, {0.5, 0.5}}
{268451, {1, 1, 1, 1, 0, 1, 0, 1, 0, 1}, {0.5, 0.5}}
{268456, {1, 1, 1, 1, 0, 1, 0, 1, 0, 1}, {0.5, 0.5}}
{268500, {0, 0, 0, 0, 1, 0, 1, 0, 1, 0}, {0.5, 0.5}}
{268571, {0, 0, 0, 0, 1, 0, 1, 0, 1, 0}, {0.5, 0.5}}
{269246, {0, 0, 0, 0, 1, 0, 1, 0, 1, 0}, {0.5, 0.5}}
{270174, {0, 0, 0, 0, 1, 0, 1, 0, 1, 0}, {0.5, 0.5}}
{270488, {1, 1, 1, 1, 0, 1, 0, 1, 0, 1}, {0.5, 0.5}}
{271422, {1, 1, 1, 1, 0, 1, 0, 1, 0, 1}, {0.5, 0.5}}
{272148, {0, 0, 0, 0, 1, 0, 1, 0, 1, 1}, {0.5, 0.5}}
{272550, {1, 1, 1, 1, 0, 1, 0, 1, 0, 1}, {0.5, 0.5}}
{272785, {1, 0, 0, 1, 1, 0, 1, 0, 1, 1}, {0.5, 0.5}}
{272865, {0, 1, 1, 0, 1, 1, 1, 1, 1, 1}, {0.5, 0.5}}
{273255, {0, 1, 0, 0, 0, 1, 0, 0, 0, 0}, {0.5, 0.5}}
{275050, {0, 0, 1, 0, 0, 0, 0, 1, 0, 0}, {0.5, 0.5}}
{276425, {0, 0, 0, 0, 1, 0, 1, 0, 1, 0}, {0.5, 0.5}}
{277656, {0, 1, 0, 0, 0, 1, 0, 0, 0, 0}, {0.5, 0.5}}
{278453, {1, 1, 1, 1, 0, 1, 0, 1, 0, 1}, {0.5, 0.5}}
{278987, {0, 1, 1, 0, 0, 1, 0, 1, 0, 0}, {0.5, 0.5}}
{280688, {0, 1, 1, 0, 1, 1, 1, 1, 1, 1}, {0.5, 0.5}}
{281364, {1, 1, 0, 1, 1, 1, 1, 0, 1, 1}, {0.5, 0.5}}
{282975, {0, 1, 1, 0, 1, 1, 1, 1, 1, 1}, {0.5, 0.5}}
{283396, {0, 1, 1, 0, 1, 1, 1, 1, 1, 1}, {0.5, 0.5}}
{283934, {0, 1, 0, 0, 1, 1, 1, 0, 1, 0}, {0.5, 0.5}}
{284148, {0, 1, 0, 0, 1, 1, 1, 0, 1, 0}, {0.5, 0.5}}
{284670, {1, 0, 1, 1, 0, 0, 0, 1, 0, 0}, {0.5, 0.5}}
{285403, {0, 1, 1, 0, 1, 1, 1, 1, 1, 1}, {0.5, 0.5}}
{285577, {1, 0, 0, 1, 0, 0, 0, 0, 0, 1}, {0.5, 0.5}}
{285675, {0, 1, 1, 0, 1, 1, 1, 1, 1, 1}, {0.5, 0.5}}
{286148, {1, 0, 0, 1, 0, 0, 0, 0, 0, 1}, {0.5, 0.5}}
{286336, {0, 1, 1, 0, 1, 1, 1, 1, 1, 0}, {0.5, 0.5}}
{287234, {1, 0, 0, 1, 0, 0, 0, 0, 0, 1}, {0.5, 0.5}}
{287301, {1, 0, 0, 1, 0, 0, 0, 0, 0, 1}, {0.5, 0.5}}
{287839, {1, 0, 0, 1, 0, 0, 0, 0, 0, 1}, {0.5, 0.5}}
{288164, {1, 0, 0, 1, 0, 0, 0, 0, 0, 0}, {0.5, 0.5}}
{288588, {1, 0, 0, 1, 0, 0, 0, 0, 0, 0}, {0.5, 0.5}}
{289034, {1, 1, 0, 1, 1, 1, 1, 0, 1, 1}, {0.5, 0.5}}
{289374, {0, 1, 1, 0, 1, 1, 1, 1, 1, 0}, {0.5, 0.5}}
{289968, {1, 0, 0, 1, 0, 0, 0, 0, 0, 0}, {0.5, 0.5}}
{290550, {1, 1, 1, 1, 1, 1, 0, 1, 0, 1}, {0.5, 0.5}}
{291418, {0, 1, 1, 0, 1, 1, 1, 1, 1, 1}, {0.5, 0.5}}
{292073, {1, 0, 0, 1, 0, 0, 0, 0, 0, 1}, {0.5, 0.5}}
{292419, {0, 1, 1, 0, 1, 1, 1, 1, 1, 0}, {0.5, 0.5}}
{292616, {0, 1, 1, 0, 1, 1, 1, 1, 1, 1}, {0.5, 0.5}}
{293341, {1, 1, 1, 1, 0, 1, 0, 1, 1, 1}, {0.5, 0.5}}
{293700, {0, 1, 1, 0, 1, 1, 1, 1, 1, 0}, {0.5, 0.5}}
{293747, {1, 0, 0, 1, 0, 0, 0, 0, 0, 0}, {0.5, 0.5}}
{294253, {0, 1, 1, 0, 1, 1, 1, 1, 1, 1}, {0.5, 0.5}}
{294814, {0, 1, 1, 0, 1, 1, 1, 1, 1, 0}, {0.5, 0.5}}
{294856, {1, 0, 0, 1, 0, 0, 0, 0, 0, 1}, {0.5, 0.5}}
{295057, {1, 0, 0, 1, 0, 0, 0, 0, 0, 0}, {0.5, 0.5}}
{295469, {0, 1, 1, 0, 1, 1, 1, 1, 1, 1}, {0.5, 0.5}}
{297152, {1, 0, 0, 1, 0, 0, 0, 0, 0, 0}, {0.5, 0.5}}
{297671, {1, 1, 0, 1, 1, 1, 1, 0, 1, 1}, {0.5, 0.5}}
{297817, {0, 1, 1, 0, 1, 1, 1, 1, 1, 1}, {0.5, 0.5}}
{298336, {0, 1, 1, 0, 1, 1, 1, 1, 1, 1}, {0.5, 0.5}}
{298455, {0, 1, 1, 0, 1, 1, 1, 1, 1, 1}, {0.5, 0.5}}
{299246, {1, 0, 0, 1, 0, 0, 0, 0, 0, 1}, {0.5, 0.5}}
{300393, {1, 0, 0, 1, 0, 0, 0, 0, 0, 0}, {0.5, 0.5}}
{300599, {1, 0, 0, 1, 0, 0, 0, 0, 0, 0}, {0.5, 0.5}}
{301077, {1, 0, 0, 1, 0, 0, 0, 0, 0, 0}, {0.5, 0.5}}
{301473, {0, 1, 1, 0, 1, 1, 1, 1, 1, 0}, {0.5, 0.5}}
{301794, {0, 1, 1, 0, 1, 1, 1, 1, 1, 0}, {0.5, 0.5}}
{301802, {1, 0, 0, 1, 0, 0, 0, 0, 0, 0}, {0.5, 0.5}}
{301965, {0, 1, 1, 0, 1, 1, 1, 1, 1, 0}, {0.5, 0.5}}
{302171, {1, 0, 0, 1, 0, 0, 0, 0, 0, 0}, {0.5, 0.5}}
{302258, {1, 0, 0, 1, 0, 0, 0, 0, 0, 1}, {0.5, 0.5}}
{302731, {0, 1, 1, 0, 1, 1, 1, 1, 1, 0}, {0.5, 0.5}}
{302794, {1, 0, 0, 1, 0, 0, 0, 0, 0, 1}, {0.5, 0.5}}
{303065, {0, 1, 1, 0, 1, 1, 1, 1, 1, 0}, {0.5, 0.5}}
{303432, {1, 0, 0, 1, 0, 0, 0, 0, 0, 0}, {0.5, 0.5}}
{303880, {1, 0, 0, 1, 0, 0, 0, 0, 0, 0}, {0.5, 0.5}}
{304635, {1, 0, 0, 1, 0, 0, 1, 0, 0, 1}, {0.5, 0.5}}
{304729, {1, 0, 0, 1, 0, 0, 1, 0, 1, 1}, {0.5, 0.5}}
{305351, {0, 0, 0, 0, 0, 0, 1, 0, 0, 1}, {0.5, 0.5}}
{305459, {1, 0, 0, 1, 0, 0, 1, 0, 0, 1}, {0.5, 0.5}}
{305624, {1, 0, 0, 1, 0, 0, 1, 0, 1, 1}, {0.5, 0.5}}
{306676, {0, 1, 1, 0, 1, 1, 0, 1, 1, 0}, {0.5, 0.5}}
{307503, {0, 0, 0, 0, 0, 0, 1, 0, 0, 1}, {0.5, 0.5}}
{309147, {1, 0, 0, 1, 0, 0, 0, 0, 0, 0}, {0.5, 0.5}}
{309232, {0, 0, 0, 0, 0, 0, 1, 0, 0, 1}, {0.5, 0.5}}
{311732, {0, 0, 0, 0, 0, 0, 1, 0, 0, 1}, {0.5, 0.5}}
{313127, {0, 1, 1, 0, 1, 1, 1, 1, 1, 1}, {0.5, 0.5}}
{313140, {0, 1, 1, 0, 1, 1, 1, 1, 1, 1}, {0.5, 0.5}}
{313171, {0, 1, 1, 0, 1, 1, 1, 1, 1, 1}, {0.5, 0.5}}
{313439, {1, 0, 0, 1, 0, 0, 0, 0, 0, 1}, {0.5, 0.5}}
{314780, {1, 0, 0, 1, 0, 0, 0, 0, 0, 0}, {0.5, 0.5}}
{314920, {1, 0, 0, 1, 0, 0, 0, 0, 0, 1}, {0.5, 0.5}}
{315702, {0, 1, 1, 0, 1, 1, 1, 1, 1, 0}, {0.5, 0.5}}
{316029, {1, 0, 0, 1, 0, 0, 0, 0, 0, 1}, {0.5, 0.5}}
{316534, {1, 0, 0, 1, 0, 0, 0, 0, 0, 0}, {0.5, 0.5}}
{318172, {1, 0, 0, 1, 0, 0, 0, 0, 0, 1}, {0.5, 0.5}}
{318201, {0, 1, 1, 0, 1, 1, 1, 1, 1, 0}, {0.5, 0.5}}
{318598, {0, 1, 1, 0, 1, 1, 1, 1, 1, 0}, {0.5, 0.5}}
{320010, {1, 0, 0, 1, 0, 0, 0, 0, 0, 0}, {0.5, 0.5}}
{320031, {0, 1, 1, 0, 1, 1, 1, 1, 1, 1}, {0.5, 0.5}}
{320142, {1, 0, 0, 1, 0, 0, 0, 0, 0, 0}, {0.5, 0.5}}
{320214, {1, 0, 0, 1, 0, 0, 0, 0, 0, 0}, {0.5, 0.5}}
{320493, {1, 0, 0, 1, 0, 0, 0, 0, 0, 0}, {0.5, 0.5}}
{320657, {0, 1, 1, 0, 1, 1, 1, 1, 1, 0}, {0.5, 0.5}}
{321491, {0, 1, 1, 0, 1, 1, 1, 1, 1, 1}, {0.5, 0.5}}
{322030, {0, 1, 1, 0, 1, 1, 0, 1, 0, 0}, {0.5, 0.5}}
{322101, {0, 0, 0, 0, 0, 0, 1, 0, 1, 0}, {0.5, 0.5}}
{322204, {0, 1, 1, 0, 1, 1, 1, 1, 1, 1}, {0.5, 0.5}}
{322806, {1, 0, 1, 1, 1, 0, 1, 1, 1, 1}, {0.5, 0.5}}
{323709, {1, 0, 0, 1, 0, 0, 0, 0, 0, 0}, {0.5, 0.5}}
{324407, {0, 1, 1, 0, 1, 1, 0, 1, 0, 1}, {0.5, 0.5}}
{324631, {0, 1, 1, 0, 1, 1, 1, 1, 1, 1}, {0.5, 0.5}}
{324820, {1, 0, 0, 1, 0, 0, 0, 0, 0, 0}, {0.5, 0.5}}
{325332, {0, 1, 1, 0, 1, 1, 0, 1, 0, 1}, {0.5, 0.5}}
{326486, {0, 1, 1, 0, 1, 1, 1, 1, 1, 1}, {0.5, 0.5}}
{326920, {1, 1, 1, 1, 1, 1, 0, 1, 0, 1}, {0.5, 0.5}}
{327682, {0, 1, 1, 0, 1, 1, 0, 1, 0, 0}, {0.5, 0.5}}
{329877, {0, 1, 1, 0, 1, 1, 1, 1, 1, 1}, {0.5, 0.5}}
{329961, {1, 1, 1, 1, 1, 1, 0, 1, 0, 1}, {0.5, 0.5}}
{330044, {0, 0, 0, 0, 0, 0, 1, 0, 1, 0}, {0.5, 0.5}}
{330429, {0, 1, 1, 0, 1, 1, 0, 1, 0, 0}, {0.5, 0.5}}
{330449, {1, 1, 1, 1, 1, 1, 0, 1, 0, 1}, {0.5, 0.5}}
{330699, {1, 0, 0, 1, 0, 0, 1, 0, 1, 0}, {0.5, 0.5}}
{331222, {0, 1, 1, 0, 1, 1, 0, 1, 0, 0}, {0.5, 0.5}}
{331414, {0, 0, 0, 0, 0, 0, 1, 0, 1, 0}, {0.5, 0.5}}
{331880, {1, 1, 1, 1, 1, 1, 0, 1, 0, 1}, {0.5, 0.5}}
{332017, {0, 1, 1, 0, 1, 1, 1, 1, 1, 1}, {0.5, 0.5}}
{332344, {0, 0, 0, 0, 0, 0, 1, 0, 1, 0}, {0.5, 0.5}}
{333730, {1, 1, 1, 1, 1, 1, 0, 1, 0, 1}, {0.5, 0.5}}
{333886, {1, 1, 1, 1, 1, 1, 0, 1, 0, 1}, {0.5, 0.5}}
{334067, {1, 1, 1, 1, 1, 1, 0, 1, 0, 1}, {0.5, 0.5}}
{335084, {0, 0, 0, 0, 0, 0, 1, 0, 1, 0}, {0.5, 0.5}}
{335189, {0, 0, 0, 0, 0, 0, 1, 0, 1, 0}, {0.5, 0.5}}
{335222, {0, 0, 0, 0, 0, 0, 1, 0, 1, 0}, {0.5, 0.5}}
{335507, {0, 0, 0, 0, 0, 0, 1, 0, 1, 0}, {0.5, 0.5}}
{335533, {1, 0, 0, 1, 0, 0, 0, 0, 0, 0}, {0.5, 0.5}}
{335561, {0, 0, 0, 0, 0, 0, 1, 0, 1, 0}, {0.5, 0.5}}
{335570, {1, 1, 1, 1, 1, 1, 0, 1, 0, 1}, {0.5, 0.5}}
{335663, {1, 0, 0, 1, 0, 0, 1, 0, 1, 0}, {0.5, 0.5}}
